pageRefs,normalizedText,moneyValue,dateValue,mentionText,id,confidence
[2],,,,"04/08/24 UPI-ANKIT KUMAR SINGH-7767845197@YBL-SB
0000421704227758 1.00",210,0.602072
[1],,,,20/12/22 UPI-MAHALAXMI SUPER 18.00,210,0.66254562
[7],,,,"06/01/24 UPI-YUVIBHOSALE1919OKAXI-YUVIBHOSALE1919
0000437266042682 06/01/24 740.00",211,0.64552969
[1],,,,"FILIAKF3KFXV@PAYTM-PYTM0123456-401547480
611-UPI",211,0.63734442
[],,,,UPI-SUMITDILIPBHANGARE-Q459326530@YBL-YE 110.00,211,0.60498178
[7],,,,10/11/23 UPI-PAWAN 980.00,211,0.64669657
[4],,,,TMUPI-425891830976-PAY BY WHATSAPP,211,0.62024665
[3],,,,"UPI-JIO PREPAID RECHARGE-PAYTM-JIOMOBILI
0000332984099703 179.00",211,0.66053784
[2],,,,"27/12/24 UPI-BIKE 2,900.00",212,0.64281613
[8],,,,653-PAYMENT FROM PHONE,212,0.60986149
[4],,,,"17/01/24 UPI-RAJ SUPER MARKET-PAYTMQR281005050101
0000401735643214 40.00",213,0.63826877
[8],,,,OYBLUPI-644248466830-PAYMENT FROM PHONE,213,0.6555419
[],,,,26/04/25 UPI-ASHISHANA BALWAR 100.00,213,0.39219147
[4],,,,"22/10/24 UPI-SURAJ SANJAY PATIL-BHARATPE9I0Y7T2H9
0000648217262902 27.00",213,0.62486011
[4],,,,17/09/24 UPI-MOHAN LOTAN 80.00,213,0.6208213
[1],,,,PAYTM-PYTM0123456-405203896969-UPI,214,0.60163736
[9],,,,TARTE-PAYTMQR582R7N@PAYTM-YE,214,0.60197377
[3],,,,"24/12/22 UPI-MANJUDEVI
0000272470306357 60.00",214,0.6598354
[9],,,,"@ICICI-ICICODC0099-233153264402-PAY TO S
URESHKUMAR",214,0.60529405
[7],,,,"UPI-SHREE SAI STORE-BHARATPE90720003342@
0000229592983914 90.00",214,0.62423515
[8],,,,"AGRAWAL-PAYTMQR28100505010
11G4BIK9N0P9K@PAYTM-PYTM0123456-33523022
7205-UPI",214,0.65300059
[9],,,,UPI-SUNIL 20.00,215,0.64285183
[8],,,,"05/04/25 UPI-KOMAL 5,000.00",215,0.65651685
[2],,,,"YESBOYBLUPI-360378840288-PAYMENT FROM PH
ONE",215,0.63842779
[5],,,,"1182EPOS5L9T2@PAYTM-PYTM0123456-40613779
8973-UPI",216,0.60037661
[4],,,,"RZP@RXAIRTEL-AIRP0000011 RZP@RXAIRTEL-AIRP0000011-436522757596-C
OUNTRYDELIGHT COU",216,0.64142668
[3],,,,08/08/24 UPI-MHATOBA 15.00,216,0.6003927
[1],,,,FOODS-PAYTMQR28100505010,216,0.59857213
[1],,,,"18/11/23 NWD-416021XXXXXX9659-13547621-PUNE CITY
0000332221026997 18/11/23 3,500.00",216,0.64810658
[4],,,,"18/01/24 UPI-MAHADEV PAN
0000401872334617 25.00",217,0.63926339
[],,,,"26/04/25 UPI-JITENDR SINGH-9929647173@OKBIZAXIS-U
0000864847718109 04/25 200.00",217,0.38057432
[9],,,,"12/11/23 UPI-KOMAL 2,500.00",217,0.61776584
[2],,,,"09/10/24 UPI-KOMAL 4,200.00",217,0.62377387
[6],,,,"RANI-KOMALRANI905-2@OKAXIS-UTI
B0005144-463371790328-UPI",217,0.61225718
[8],,,,"RAM-INDALKUMARINDALKUMAR096@O
KSBI-SBIN0005783-229811581250-UPI",217,0.62411773
[4],,,,FACTORY-PAYTMQR86S2D0E7E,218,0.6381101
[8],,,,"UPI-SURESH PRABHAKAR DAL-Q814091918@YBL-
0000 140.00",218,0.59727311
[7],,,,ZGSAZKCO75TF@PAYTM-PYTM0123456-300668519,218,0.66056401
[6],,,,"20/11/22 UPI-VAKESHWARPANSHOP-PAYTMQR281005050101
0000232453850129 10.00",218,0.59719414
[2],,,,"AYTM-YESBOPTMUPI-323194150132-PAYMENT FR
OM PHONE",219,0.65517294
[5],,,,"SBOPTMUPI-403814172579-PAYMENT FROM PHON
E",219,0.63727546
[2],,,,06/09/24 IMPS P2P 424223189593#29/08/,219,0.60760105
[2],,,,"POS 416021XXXXXX9659 CSD GAJARAJ VEG
0000223411449723 22/08/22 620.00",219,0.61340868
[9],,,,"FILIAKF3KFXV@PAYTM-PYTM0123456-400892443
232-UPI",220,0.63814229
[7],,,,21/08/24 UPI-AJAY 20.00,220,0.60055047
[5],,,,6U6Z1O0Z6L@PAYTM-PYTM0123456-23636027215,220,0.65938288
[7],,,,BHANGARE-PAYTMQRZBY4YLNO,221,0.62862831
[6],,,,"FUELS-PAYTMQR19J4K6TJ2A@PAYTM-PY
TM0123456-406572157240-UPI",221,0.58777386
[7],,,,"28/03/25 UPI-MR ABHISHEK KUMAR-BHARATPE.90067785
0000779613178285 14.00",221,0.6545009
[5],,,,"03/11/23 UPI-AJAY YADAV-PAYTMQR281005050101815111
0000330768748356 50.00",221,0.61382455
[7],,,,"93290@FBPE-FDRL0001382-769670902475-PAY
TO B",221,0.62450367
[2],,,,27/12/24 IMPS P2P 435311308461#18/12/2024 4.14,221,0.63381469
[7],,,,"SAHU-PAYTMQR182JMT6W5B@PAYTM-P
YTM0123456-333846901268-UPI",221,0.64756131
[6],,,,"GAIKWAD-PAYTMQRV017U5JWD
N@PAYTM-PYTM0123456-400453453673-UPI",222,0.62775761
[2],,,,7788-ZEPTOMARKETPLACEPR,222,0.37605986
[9],,,,30/09/24 UPI-SURESH NAMDEO 50.00,222,0.60807335
[9],,,,"MARK-PAYTMQR28100505
0101L8R27F0CFDKN@PAYTM-PYTM0123456-30129",222,0.65759969
[7],,,,"20/11/22 UPI-SURESHKUMAR CHOTMAL
0000232452807375 60.00",222,0.5981707
[9],,,,PAYTM-PYTM0123456-403327197261-UPI,223,0.62775707
[2],,,,"1IHOKE450OJK@PAYTM-PYTM0123456-405498372
761-UPI",223,0.58407772
[9],,,,"SINGH-ANKITDIPU92@IBL-HD
FC0001756-350831282362-PAYMENT FROM PHON
E",223,0.62055725
[],,,,04/08/22 UPI-UBER INDIA SYSTEMS 420.00,223,0.61188418
[7],,,,"15/12/23 UPI-KOMAL 5,400.00",223,0.64723998
[1],,,,"30/12/23 UPI-ROHIT 99,000.00",224,0.62427354
[4],,,,"31/05/25 UPI-RAJESHKUMARSOMUNNILA-Q042192320@YBL-
0000183 50.00",224,0.3702307
[5],,,,13/08/24 UPI-BABU 20.00,224,0.59875011
[8],,,,OYBLUPI-337432021085-PAYMENT FROM PHONE,224,0.6556778
[7],,,,"AYTM-PYTM0123456-402547528315-PAYMENT FR
OM PHONE",225,0.62672836
[4],,,,INN-PAYTMQR1RADWMT5,225,0.58507007
[3],,,,"UPI-ATULYAM JAIN CHAWAL
0000319170961658 90.00",225,0.6513803
[7],,,,"P-UBERRIDES@HDFCB
ANK-HDFC0000499-331367745143-UBERRIDE",225,0.61392581
[4],,,,LUPI-466031385137-PAYMENT FROM PHONE,225,0.61915129
[5],,,,"UPI-AJAY SINGH BHADORIYA-Q873460651@YBL-
0000536977620652 45.00",225,0.6317358
[8],,,,MUPI-427207579929-PAY BY WHATSAPP,226,0.60609287
[1],,,,RETAIL-PAYTMQR28100505010,226,0.65318185
[5],,,,030-PAYMENT FROM PHONE,226,0.59383935
[4],,,,"SHOP-PAYTMQR1ONKC1H8KG@PAY
TM-PYTM0123456-401744215586-UPI",227,0.62560779
[7],,,,09/03/24 UPI-PATANJALI AROGYA KEN-GPAY-1122626042 170.00,227,0.58013171
[3],,,,MAHATO-PAYTMQR28100505,227,0.60634387
[4],,,,21/10/24 UPI-AJEET 30.00,227,0.61786699
[1],,,,"17/08/22 POS 416021XXXXXX9659 CSD GAJARAJ VEG
0000222912637624 168.00",227,0.59742934
[3],,,,ODDCS@PAYTM-PYTM0123456-332871756282-UPI,227,0.64450735
[5],,,,"SAHU-PAYTMQR182JMT6W5B@PAYTM-P
YTM0123456-400327334000-UPI",228,0.62318575
[4],,,,"16/03/25 UPI-VIKASH KUMAR SINGH-8271652425@AXL-AI
0000101549857649 500.00",228,0.65101367
[3],,,,"SBOPTMUPI-340157102686-PAYMENT FROM PHON
E",228,0.36884904
[4],,,,"30/12/24 UPI-BEEJAPURI DAIRY PVT -COUNTRYDELIGHT2
0000436552557760 32.00",228,0.62643242
[1],,,,"UPI-PRERIT BHATNAGAR-PRERIT.BHATNAGAR.3
0000421703999686 1.00",228,0.59702617
[9],,,,SBOPTMUPI-427352316336-PAY BY WHATSAPP,228,0.60695893
[4],,,,"RATHO-PAYTMQR28100505
0101QCK4Z11E011A@PAYTM-PYTM0123456-23592",228,0.65228075
[1],,,,1D5JLKOW63TSS@PAYTM-PYTM0123456-23098043,228,0.59096801
[4],,,,"BHANGARE-PAYTMQRZBY4YLNO
3P@PAYTM-PYTM0123456-401872314621-UPI",229,0.62470549
[6],,,,"MART-PAYTMQRWC2HYMWM4N@PAYTM-
PYTM0123456-330942848577-UPI",229,0.60280216
[3],,,,"25/11/23 UPI-SURAJ GEHLOT-PAYTMQR2810050501011BJN
0000332901128554 40.00",229,0.6401391
[9],,,,"1IHOKE45OOJK@PAYTM-PYTM0123456-400773278
278-UPI",230,0.62405568
[4],,,,"31/05/25 UPI-SWIGGY-SWIGGYSTORES@ICICI-ICIC0DC009
0000218783645389 05/25 221.00",230,0.35814935
[1],,,,YESBOYBLUPI-424837620181-PAY BY WHATSAPP,230,0.59789908
[5],,,,1Z6WYPH53@PAYTM-PYTM0123456-300200586973,230,0.65184188
[],,,,04/11/22 UPI-MAHADEV 12.00,230,0.58812416
[7],,,,"25/01/24 NWD-416021XXXXXX9659-13547001-PUNE CITY
0000402500015286 2,000.00",231,0.62489158
[8],,,,"RAM-PAYTMQR12RB1GXA97@PAYTM-PYT
M0123456-407062896788-UPI",231,0.57916218
[],,,,"15/07/23 UPI-ROHIT KUMAR-7767983051@YBL-CITI00000
0000319610624311 15/ 07/23 4,000.00",231,0.59470123
[6],,,,"UPI-MR IMRAN SHAIKH-BHARATPE90727195542
0000819583357374 10.00",231,0.61324972
[6],,,,14/08/24 UPI-GURU MAULI 30.00,231,0.59748024
[9],,,,"YESBOYBLUPI-266612696445-PAYMENT FROM PH
ONE",231,0.59484893
[],,,,"28/12/23 UPI-INLAWS BROTHERS
0000336279438901 220.00",232,0.62100488
[2],,,,"06/03/25 UPI-KIERAYA FURNISHING S-KIERAYAFURNISHI
0000100111779267 695.48",232,0.64561987
[6],,,,"09/01/25 UPI-ROHIT 4,100.00",232,0.6258899
[1],,,,"UPI-SHYAMSUNDAR-PAYTMQR12DATP6UP6@PAYTM-
0000424844462022 15.00",232,0.59627378
[3],,,,"22/12/22 UPI-MAHESHKUMAR N
0000235652899915 20.00",232,0.64991778
[2],,,,OYBLUPI-405521075502-UPI,233,0.57704288
[4],,,,"08/10/22 UPI-MANPASAND
0000228179043182 10/22 54.00",233,0.59235233
[7],,,,12/12/23 UPI-PATANJALI PARIDHAN 550.00,233,0.63999379
[9],,,,"28/11/24 POS 416021XXXXXX9659 PLAYSTATION NETW
0000433313106841 849.00",234,0.6142453
[7],,,,43-PAYMENT FROM PHONE,234,0.58771312
[2],,,,16/01/24 UPI-MAHADEV PAN 60.00,235,0.62314236
[3],,,,"KADHAI-PAYTMQR7PS8D9E23O@PAYTM-PY
TM0123456-405649973616-UPI",235,0.57243538
[2],,,,"11/05/25 UPI-MRS SHITAL POPAT SIR-SHITALSHIRSAT67
0000607795302322 05/25 348.00",235,0.34578249
[7],,,,"20/08/24 NEFT CR-CITI0000005-GLOBANT INDIA PVT LT
CIT 20/08/24 1,200.00",235,0.59649885
[1],,,,05/09/24 UPI-RAJ SUPER 130.00,235,0.59561855
[2],,,,"30/12/23 UPI-KOMAL 5,000.00",236,0.61785239
[4],,,,"16/03/25 UPI-MR RAKESH CHANDRA
0000470124924679 150.00",236,0.64606875
[4],,,,"02/01/25 UPI-KAILASH BABAN
0000427753965916 02/01/25 120.00",236,0.6232329
[],,,,"12/12/22 UPI-SHARDA TREDING
0000234654469786 15.00",236,0.64558715
[9],,,,HEALTHCARE-PAYTM-69202310@PA,236,0.58395094
[9],,,,7357-PAYMENT FOR URBAN,237,0.57025814
[2],,,,"25/08/23 UPI-SWIGGY-SWIGGY@YESPAY-YESBOYESUPI-323
0000323773525051 160.00",237,0.59461457
[4],,,,"UNB0450800-369720496201-PAYMENT FROM PHO
NE",237,0.63575131
[3],,,,"YADAV-Q770419906@YBL-YESBØYBLUP
I-465872762470-PAYMENT FROM PHONE",238,0.6078279
[1],,,,"CEIRRY@PAYTM-PYTM0123456-230832894098-PA
YMENT FROM PHONE",238,0.58054107
[5],,,,UPI-SHREE KRISHNA 63.00,238,0.59135801
[2],,,,"HOTEL-PAYTMQR1IBSPEN0TT@PAYT
M-PYTM0123456-401690219200-UPI",239,0.62185276
[3],,,,25/02/24 UPI-RAMDAS DHONDIRAM 10.00,239,0.56874162
[2],,,,05/09/24 REV-UPI-50100493997379-7767983051.WA.ZBY,239,0.59648907
[5],,,,"FILIAKF3KFXV@PAYTM-PYTM0123456-333496983
231-UPI",239,0.63495517
[2],,,,"MAURYA-PAYTMQR1AISG6RTAF@PAY
TM-PYTM0123456-336581118436-UPI",240,0.61742449
[],,,,"11/02/25 UPI-KOMAL RANI-7507438491-3@YBL-UTIB0005
0000178687125716 5,000.00",240,0.64170516
[],,,,"TIB0000553-864847718109-PAYMENT FROM PHO
NE",240,0.34366038
[9],,,,"UPI-GOOGLE INDIA DIGITAL-GPAY-CREDITCARD 30,522.39",240,0.60477293
[7],,,,"19/08/24 UPI-HAIR CRAFT SALOON-GPAY-11234605992@O
0000423291555678 150.00",240,0.59448022
[7],,,,"UPI-BHARATPEMERCHANT-BHARATPE.0851960811
0000300695711603 40.00",240,0.64588457
[5],,,,POS 416021XXXXXX9659 MR DIY MONTE CLA,240,0.5810349
[8],,,,"KUMAR-KUMARNWB@AXL-DBSS0IN0811
-403307736327-PAYMENT FROM PHONE",241,0.62034267
[7],,,,SBI-BKID0004850-331178399423-UPI,241,0.58764249
[5],,,,"ACH D- HDFC BANK LTD-407096446 7,764.00",241,0.62076855
[2],,,,XLUPI-224188457522-PAYMENT FROM PHONE,241,0.58596557
[],,,,"GUPTA-RAHULG1301@OKSBI-PYTMO
123456-332274167006-UPI",241,0.63139904
[5],,,,KEN-PAYTMQR28100505,242,0.61657792
[1],,,,"ACH D- HDFC BANK LTD-421460723 62,716.00",242,0.34329921
[],,,,"SINGH-PAYTMQR1TUTNRFZC1@PAYTM-
YESBOPTMUPI-424326916123-PAY BY WHATSAPP",242,0.59366816
[3],,,,11/ 11/11/22 UPI-MAHADEV 32.00,242,0.57655859
[2],,,,"16/01/24 UPI-RAJ SUPER MARKET-PAYTMQR281005050101
0000 55.00",243,0.61893469
[7],,,,"09/03/24 UPI-ZEPTO-ZEPTO.RZP@ICICI-ICIC0DC0099-40
0000 215.97",243,0.56389874
[6],,,,"KUMAR-NSROHIT16-3@OKHDFCBANK-D
BSSOIN0811-331068711419-UPI",243,0.58322144
[1],,,,YESBOYBLUPI-428064053566-PAY BY WHATSAPP,243,0.60246336
[1],,,,"KUMAR-AMITKULHARI261@YBL-HDFC00
09506-271842943227-PAYMENT FROM PHONE",243,0.64432704
[9],,,,8785329-PAYMENT FROM PHONE,243,0.58607632
[6],,,,"1IHOKE45OOJK@PAYTM-PYTM0123456-333788188
664-UPI",243,0.62928087
[6],,,,PENDING PAYMENT FO,244,0.61415476
[8],,,,08/04/25 UPI-ROHIT 916.00,244,0.64022052
[9],,,,PI-869461729120-PAYMENT FROM PHONE,244,0.62041461
[6],,,,14/08/24 UPI-SAIBA 10.00,244,0.58559078
[8],,,,RAM-PAYTMQR5965Q5@PAYTM-YESBOPT,244,0.59368879
[3],,,,"KUMAR-NSROHIT16@OKAXIS-DBSSOIN
0811-515082721712-UPI",245,0.34120211
[5],,,,31/10/23 UPI-AJAY 10.00,245,0.56350619
[3],,,,I-465654356195-PAYMENT FROM PHONE,245,0.60184866
[7],,,,"RATHO-PAYTMQR28100505
0101QCK4Z11E011A@PAYTM-PYTM0123456-30062",245,0.64475173
[6],,,,"14/10/22 UPI-SHILPI KUMARI-SHILPI229891@OKHDFCBA
0000228767505049 3,000.00",245,0.58498883
[9],,,,21/12/23 UPI-PEEYUSH H 50.00,245,0.63012338
[2],,,,"RANI-KOMALRANI905-1@OKAXIS-CIT
10000005-336456745227-UPI",246,0.610906
[],,,,"18/12/24 IMPS-435312311386-ROHIT KUMAR-UTIB-XXXXX
0000435312311386 200,000.00",246,0.61245191
[6],,,,21/09/24 UPI-AJAY 10.00,246,0.58928472
[2],,,,HOTEL-PAYTMQRVF9W36MR7U@PA,247,0.61431259
[5],,,,PAYTM-PYTM0123456-406001847475-UPI,247,0.55344236
[3],,,,UPI-MITHILESH MUNNALAL 105.00,247,0.3417297
[2],,,,"10/10/24 UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC00
0000428421588655 357.00",247,0.59675831
[3],,,,01011MCXUO4JMEYP@PAYTM-PYTM0123456-23566,247,0.64256185
[9],,,,"YESBOYBLUPI-269720863342-PAYMENT FROM PH
ONE",247,0.57744843
[2],,,,"VISHWAKA-PAYTMQR18QARCZO
RY@PAYTM-PYTM0123456-336581071991-UPI",248,0.60748619
[9],,,,09/04/25 UPI-PRABHAT 500.00,248,0.6332171
[4],,,,12/08/24 UPI-RAJ SUPER 68.00,248,0.5825426
[2],,,,16/01/24 UPI-MAJID 140.00,249,0.61268991
[9],,,,LOGIES.PAYU@MAIRTEL-AIRP0000001-40751781,249,0.55105269
[4],,,,"1IHOKE450OJK@PAYTM-PYTM0123456-330133493
863-UPI",249,0.55946732
[8],,,,09/01/23 UPI-SANDIP DADARAO 09/01/23 12.00,249,0.63949996
[],,,,RES-PAYTMQR28100505,249,0.57318223
[1],,,,16/08/22 UPI-AJAY 16/08/22 170.00,249,0.57985675
[4],,,,GUPTA-PAYTMQR1MSTPZ78U0@PA,249,0.62390828
[9],,,,"08/01/24 UPI-SHREE SAMARTH CREATI-9404726346@OKBI
0000400800614963 100.00",250,0.60546076
[1],,,,"KUMAR-NSROHIT16@OKAXIS-DBSSOIN
0811-103950266494-UPI",250,0.33890656
[4],,,,BAIKAR-PAYTMQR5XGKH8@P,250,0.60851085
[],,,,"UPI-GAIKWAD ENTERPRISES-Q806562763@YBL-Y
0000424517514700 85.00",250,0.58735198
[9],,,,LOGIES.PAYU@MAIRTEL-AIRP0000001-40753957,251,0.54935926
[8],,,,10/11/23 20.00,251,0.55789232
[1],,,,RAM-PAYTM.S144RZ0@PTY-YESBOMC,251,0.59520984
[1],,,,"05/11/22 UPI-ROSHAN MINAR HOSPITA-Q208504574@YBL-
0000267514329885 30.00",251,0.57135582
[1],,,,"141GNF30EXV2@PAYTM-PYTM0123456-332308540
472-UPI",251,0.62152153
[2],,,,"NGSOLUTIONSPRIVATELIMITED.RZP@SBI-SBIN00
16209-100111779267-FURLENCO",252,0.62578779
[2],,,,"11/05/25 UPI-ZEPTO MARKETPLACE 05/25 1,631.00",252,0.33395094
[5],,,,"05/01/25 UPI-PRAMOD LOTAN 1,000.00",252,0.60894436
[9],,,,UPI-GAIKWAD ENTERPRISES-Q806562763@YBL-Y 25.00,252,0.58038253
[6],,,,"21/01/24 UPI-SAURABH KUMAR-7875226959@AXL-SBIN00
0000438712853883 70,000.00",253,0.60788465
[8],,,,YESBOYBLUPI-407063851160-UPI,253,0.54695261
[4],,,,"SINGH-PAYTMQR167LUN@PAYTM-YESBOP
TMUPI-429493786232-PAYMENT FROM PHONE",253,0.59573883
[2],,,,"RANI-KOMALRANI905-2@OKAXIS-UTI
B0005144-425080865176-UPI",253,0.58031422
[5],,,,"141GNF30EXV2@PAYTM-PYTM0123456-333224924
473-UPI",253,0.61723727
[1],,,,"KUMAR-AMITKULHARI26@OKAXIS-SBI
N0005104-373062845179-UPI",254,0.60428673
[3],,,,"11/03/25 NWD-416021XXXXXX9659-1221C093-REASI
0000507007134153 3,500.00",254,0.6258496
[9],,,,"KUMAR-KKUMARSSHUBHAM@AXL-UTI
B0002203-368369360305-PAYMENT FROM PHONE",254,0.55804557
[7],,,,"@ICICI-ICICODC0099-300695711603-PAY TO S
URESHKUMAR",254,0.6296382
[],,,,"07/08/22 UPI-ANKIT KUMAR 10,000.00",254,0.57609111
[5],,,,"28/02/24 UPI-ROHIT KUMAR-NSROHIT16-1@OKICICI-CITI
0000405936413063 3,000.00",255,0.54528385
[7],,,,"10/11/24 UPI-KOMAL 1,000.00",255,0.59488237
[3],,,,"UPI-GAIKWAD ENTERPRISES-Q806562763@YBL-Y
0000421924680690 15.00",255,0.57855588
[5],,,,"RANI-KOMALRANI905-2@OKAXIS-UTI
B0005144-426286933335-PAY BY WHATSAPP",255,0.58075267
[5],,,,"GORKHE-PAYTMQR28100505
0101N4GD8012PVZR@PAYTM-PYTM0123456-23190",255,0.57030731
[3],,,,"25/11/23 UPI-VIRENDRA S-PAYTMQR281005050101ERR5WE
0000332997590075 25/11/23 30.00",255,0.61555004
[5],,,,MARK-PAYTMQR1KJKQ50D,256,0.59583277
[2],,,,"141GNF30EXV2@PAYTM-PYTM0123456-323774177
407-UPI",256,0.55619943
[],,,,"18/12/24 IMPS-435311305765-ROHIT KUMAR-UTIB-XXXXX
0000435311305765 100,000.00",256,0.60714936
[5],,,,BLUPI-272906828750-PAYMENT FROM PHONE,256,0.62745994
[6],,,,"ANSARI-PAYTMQR1V934TLLPU@PAYTM
-PYTM0123456-402336559162-UPI",257,0.60689682
[2],,,,"KUMAR-KUMARNWB@YBL-DBSS0IN0811
-229902992114-PAYMENT FROM PHONE",257,0.32401988
[6],,,,RAM-PAYTMQR5965Q5@PAYTM-YESBOPT,257,0.5812071
[6],,,,107-PAYMENT FROM PHONE,257,0.56574219
[9],,,,"07/01/24 UPI-RAJ SUPER MARKET-PAYTMQR281005050101
0000400757071258 40.00",258,0.5966931
[1],,,,"26/02/25 UPI-SHIVAJI RAMDAS JAMBE-9850031893@AXL-
0000566038246043 20.00",258,0.62407559
[4],,,,"28/10/23 UPI-ROHIT KUMAR-NSROHIT16-1@OKICICI-CITI
0000330194260124 28 231.00",258,0.55062419
[4],,,,"TELAN-PAYTMQR1XCKXXLU
07@PAYT",258,0.57113063
[1],,,,"KUMAR-PAYTMQR281005050101LOBV
JOZWLQKN@PAYTM-PYTM0123456-234675294671-
PAYMENT FROM PHONE",258,0.62630188
[5],,,,"12/10/22 UPI-PAWAN 1,971.00",258,0.57176131
[4],,,,"17/01/24 UPI-MANDAL JISHU
0000 15.00",259,0.6044699
[3],,,,"KADHAI-PAYTMQR7PS8D9E230@PAYTM-PY
TM0123456-405649936346-UPI",259,0.54409808
[],,,,"UPI-GOOGLE INDIA DIGITAL-GPAY-CREDITCARD 20,675.47",259,0.31602681
[6],,,,"GAVAN-GAVANDESANDIP19
91@OKSBI-UBIN0914037-424571396730-PAYMEN
T FROM PHONE",259,0.58960229
[2],,,,06/09/24 IMPS P2P 424300387545#30/08/2024,259,0.57864028
[1],,,,"CEIRRY@PAYTM-PYTM0123456-230820637166-PA
YMENT FROM PHONE",259,0.5640285
[],,,,"16/12/24 UPI-SAMADHAN PANDIT GOVE-9689282432@AXL-
0000171233652448 50.00",260,0.60466164
[5],,,,"UPI-GAIKWAD ENTERPRISES-Q806562763@YBL-Y
0000 35.00",260,0.56905192
[5],,,,"UPI-RONITA PARATHA-Q624474965@YBL-YESBOY
0000272906828750 80.00",260,0.62559688
[9],,,,"SAHU-PAYTMQR182JMT6W5B@PAYTM-P
YTM0123456-335422810673-UPI",260,0.61557186
[4],,,,26/02/24 UPI-ROHAN L 28.00,261,0.53919572
[5],,,,"KARB0000609-204512129736-PAYMENT FROM PH
ONE",261,0.58750021
[4],,,,"YESBOYBLUPI-268387569405-PAYMENT FROM PH
ONE",261,0.56437451
[],,,,"1IHOKE45OOJK@PAYTM-PYTM0123456-336306566
367-UPI",262,0.59369165
[1],,,,"28/02/25 UPI-ROHIT KUMAR-7767983051-4@IBL-UTIB000
0000164076717645 8,000.00",262,0.61762279
[3],,,,"29/05/25 UPI-MR CHANDRA SHEKHAR-7219520134@IBL-ID
0000447985691839 05/25 1,500.00",262,0.29516059
[5],,,,04/11/23 UPI-PRANAB KARAN 90.00,262,0.54889315
[4],,,,MUPI-426128389479-PAY BY WHATSAPP,262,0.57918823
[6],,,,"UPI-SHREE SAI STORE-BHARATPE90720003342@
0000229080822413 510.00",262,0.56820285
[7],,,,"P-PAYTMQR18Q1UFOB
G8@PAYTM-PYTM0123456-334623413632-UPI",262,0.61431217
[4],,,,"FILIAKF3KFXV@PAYTM-PYTM0123456-401714755
147-UPI",263,0.60295475
[2],,,,15/10/24 UPI-MHATOBA 15.00,263,0.58519274
[7],,,,"YADAV-Q770419906@YBL-YESBOYBLUP
I-423446972698-PAY BY WHATSAPP",263,0.56958967
[1],,,,18/12/22 UPI-MAGARPATTA 10.00,263,0.62119561
[7],,,,171-PAYMENT FROM PHONE,263,0.56458575
[3],,,,01/01/24 UPI-ABHISHEK 120.00,264,0.59427369
[8],,,,5-PAYMENT FROM PHONE,264,0.6039629
[7],,,,MUPI-427158063463-PAY BY WHATSAPP,264,0.5727967
[3],,,,"KHANDELW-PAYTMQRASTEM5X6
AJ@PAYTM-PYTM0123456-332913380552-UPI",264,0.61309856
[9],,,,"02/02/24 UPI-SANJEEV MAHTO-SANJAIK4937-1@OKICICI
0000403387034150 5.00",265,0.59898812
[8],,,,14/03/24 UPI-PEEYUSH H 249.00,265,0.53998893
[2],,,,"UPI-CARE N CURE RETAIL S-Q171718705@YBL-
0000421710269092 8.00",265,0.56837976
[2],,,,7114936-PAYMENT FROM PHONE,265,0.56168646
[2],,,,"17/08/22 NWD-416021XXXXXX9659-00195054-TEZPUR
0000 4,000.00",265,0.56707656
[4],,,,"13/03/25 UPI-DMRC LIMITED-DMRC.ZKP@ICICI-ICIC0DCO
0000869581721044 40.00",266,0.61852306
[3],,,,"PATHA-PAYTMQR28100505
0101121U1U88QMRB@PAYTM-PYTM0123456-32394
5974719-UPI",266,0.54559827
[],,,,"18/12/24 IMPS-435311308461-ROHIT KUMAR-UTIB-XXXXX
0000435311308461 1.00",266,0.59747618
[8],,,,KUMAR-PAYTMQR5CYHKB@PTYS-YE,266,0.57087183
[6],,,,"UPI-MRS RACHANA VIJAY MI-PAYTMQR28100505
0000333657924154 90.00",266,0.61046433
[],,,,24/04/25 UPI-SHRADDHA BEER AND 550.00,267,0.27508548
[1],,,,BLUPI-464878360184-PAYMENT FROM PHONE,267,0.58160824
[2],,,,RATHO-PAYTMQR28100505,267,0.6198138
[7],,,,QMU8V94VFXTA@PAYTM-PYTM0123456-232453850 QMU8V94VFXTA@PAYTM-PYTM0123456-232453850,267,0.56247592
[6],,,,YESBOYBLUPI-400455212453-UPI,268,0.59525895
[2],,,,"01011LRINY1PBT3L@PAYTM-PYTM0123456-32379
4151510-UPI",268,0.5411979
[4],,,,TMUPI-422582579418-PAY BY WHATSAPP,268,0.56818283
[6],,,,MUPI-427151633297-PAY BY WHATSAPP,268,0.56938577
[8],,,,"UPI-DELHI METRO RAIL COR-PAYTM-79496683@
0000403327197261 60.00",269,0.59791857
[8],,,,10/03/24 UPI-BABU 50.00,269,0.53055185
[7],,,,"RANI-KOMALRANI905-2@OKAXIS-UTI
B0005144-468139202324-UPI",269,0.57473886
[3],,,,1831877-PAYMENT FROM PHONE,269,0.61918938
[7],,,,"21/10/22 UPI-AMIT 15,000.00",269,0.5582962
[1],,,,"141GNF30EXV2@PAYTM-PYTM0123456-332309067
186-UPI",269,0.60328037
[3],,,,"141GNF30EXV2@PAYTM-PYTM0123456-336581945
194-UPI",270,0.59285772
